Timestamp,Date,Hour,Day_of_Week,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Attack_Type,Severity,Country_of_Origin,Flow_Duration_ms,Total_Packets,Total_Bytes,Avg_Packet_Size,Packets_per_Second,Bytes_per_Second,Status,Alert_Generated,Confidence_Score,Session_ID
2024-01-08 17:37:00,2024-01-08,17,Monday,192.168.5.62,214.155.216.253,34137,80,UDP,BENIGN,None,Germany,328733,4158,2973637,293,238.76,650997.32,Allowed,No,0.04,SES-00382
2024-01-02 14:21:00,2024-01-02,14,Tuesday,192.168.4.207,191.119.179.77,19671,53,ICMP,BENIGN,None,Russia,55179,2686,4332411,1232,962.86,778571.66,Allowed,No,0.14,SES-00383
2024-04-18 13:05:00,2024-04-18,13,Thursday,192.168.2.16,109.66.243.55,30263,8080,ICMP,BENIGN,None,Canada,211168,4819,4689067,1102,3894.15,872027.59,Allowed,No,0.18,SES-00384
2024-04-22 22:59:00,2024-04-22,22,Monday,192.168.8.188,107.83.73.130,9355,25,TCP,DDoS,Critical,Canada,452612,4335,990443,1462,1063.29,473408.23,Allowed,Yes,0.68,SES-00385
2024-06-03 13:07:00,2024-06-03,13,Monday,192.168.2.95,147.148.20.134,11070,8080,UDP,Web Attack - Sql Injection,Critical,Brazil,159005,2409,4076338,97,3956.04,142225.59,Allowed,No,0.95,SES-00386
2024-02-25 05:52:00,2024-02-25,5,Sunday,192.168.8.1,32.178.34.223,3952,25,ICMP,Bot,High,Germany,296633,3706,2833966,812,2376.19,720061.49,Allowed,Yes,0.75,SES-00387
2024-04-25 21:28:00,2024-04-25,21,Thursday,192.168.3.222,187.166.45.205,41968,53,TCP,DoS Hulk,High,UK,177742,4432,384463,1413,4450.23,735939.2,Allowed,Yes,0.85,SES-00388
2024-03-20 17:41:00,2024-03-20,17,Wednesday,192.168.2.165,144.43.98.245,41571,109,ICMP,PortScan,Medium,Russia,393518,3899,4216539,78,601.5,936188.19,Blocked,No,0.89,SES-00389
2024-05-28 14:05:00,2024-05-28,14,Tuesday,192.168.9.156,83.205.23.126,57514,8080,UDP,BENIGN,None,China,217556,198,4428460,689,1910.12,91115.98,Allowed,No,0.29,SES-00390
2024-03-14 04:11:00,2024-03-14,4,Thursday,192.168.5.197,23.78.157.244,27715,80,ICMP,PortScan,Medium,Brazil,95146,223,490848,650,1949.76,320109.46,Blocked,Yes,0.69,SES-00391
2024-01-31 01:12:00,2024-01-31,1,Wednesday,192.168.4.193,153.121.252.131,50332,443,UDP,DoS slowloris,High,India,166909,3808,4640015,873,327.38,29003.55,Allowed,Yes,0.51,SES-00392
2024-05-30 21:06:00,2024-05-30,21,Thursday,192.168.4.196,143.64.155.146,27680,443,ICMP,PortScan,Medium,Canada,106680,1167,3131611,1146,4926.55,782045.46,Allowed,Yes,0.96,SES-00393
2024-01-01 14:53:00,2024-01-01,14,Monday,192.168.10.75,168.85.0.16,62202,3389,ICMP,DoS Hulk,High,Germany,440143,3115,2948007,1334,1063.85,840700.13,Blocked,No,0.77,SES-00394
2024-01-23 12:44:00,2024-01-23,12,Tuesday,192.168.2.213,36.143.221.54,41030,8080,ICMP,BENIGN,None,Germany,394638,3709,2290300,543,3311.42,321706.09,Allowed,No,0.06,SES-00395
2024-03-25 00:58:00,2024-03-25,0,Monday,192.168.3.166,1.243.2.231,1651,53,ICMP,Web Attack - Sql Injection,Critical,Australia,399761,3218,4514273,206,3936.55,649132.37,Blocked,No,0.92,SES-00396
2024-06-21 03:22:00,2024-06-21,3,Friday,192.168.7.212,154.183.198.46,56018,443,UDP,DDoS,Critical,Brazil,490873,1581,3729487,59,1107.68,19879.69,Blocked,Yes,0.68,SES-00397
2024-06-06 20:19:00,2024-06-06,20,Thursday,192.168.4.60,127.185.18.72,33322,80,TCP,BENIGN,None,UK,58177,2273,4774075,1064,2470.11,551830.01,Allowed,No,0.2,SES-00398
2024-06-23 19:36:00,2024-06-23,19,Sunday,192.168.3.17,151.65.33.33,18038,3306,ICMP,PortScan,Medium,Germany,100595,190,4470737,1298,1264.68,560159.97,Blocked,Yes,0.82,SES-00399
2024-01-14 10:27:00,2024-01-14,10,Sunday,192.168.7.71,32.238.253.93,34922,21,TCP,Web Attack - XSS,Medium,Germany,481511,3442,4466281,959,1581.28,391919.7,Blocked,Yes,0.9,SES-00400
2024-02-27 22:27:00,2024-02-27,22,Tuesday,192.168.2.235,64.100.84.85,21392,443,TCP,Infiltration,Critical,Australia,226475,197,4970608,1322,4675.31,840523.53,Blocked,Yes,0.98,SES-00401
2024-03-26 16:50:00,2024-03-26,16,Tuesday,192.168.4.242,19.224.48.161,30282,443,TCP,DoS slowloris,High,India,197873,2567,545596,301,310.1,802406.86,Blocked,Yes,0.72,SES-00402
2024-01-15 17:03:00,2024-01-15,17,Monday,192.168.5.218,98.205.49.159,50304,21,ICMP,BENIGN,None,South Korea,5570,3715,3220654,990,3975.84,879950.17,Allowed,No,0.19,SES-00403
2024-06-21 00:29:00,2024-06-21,0,Friday,192.168.9.85,151.98.55.27,1829,139,TCP,BENIGN,None,South Korea,66060,4169,2149983,767,2105.09,724650.57,Allowed,No,0.13,SES-00404
2024-01-12 01:08:00,2024-01-12,1,Friday,192.168.5.150,112.183.159.150,59037,22,UDP,BENIGN,None,Germany,316328,2810,2441721,795,4851.36,517728.82,Allowed,No,0.2,SES-00405
2024-03-01 16:52:00,2024-03-01,16,Friday,192.168.9.220,14.216.176.51,65020,21,TCP,BENIGN,None,Brazil,99286,3898,3920955,1268,3462.1,852023.48,Allowed,No,0.17,SES-00406
2024-03-17 13:21:00,2024-03-17,13,Sunday,192.168.3.27,117.21.253.57,61314,21,ICMP,BENIGN,None,Russia,244609,1747,2005137,1024,3672.96,952592.97,Allowed,No,0.1,SES-00407
2024-02-22 12:11:00,2024-02-22,12,Thursday,192.168.1.93,3.37.183.8,37376,22,UDP,FTP-Patator,Medium,Australia,101933,4798,3019237,129,4876.55,199202.96,Blocked,Yes,0.63,SES-00408
2024-05-21 07:11:00,2024-05-21,7,Tuesday,192.168.4.6,46.134.51.6,55513,53,ICMP,BENIGN,None,USA,177420,1723,2559232,974,1200.83,809506.82,Allowed,No,0.2,SES-00409
2024-06-08 13:56:00,2024-06-08,13,Saturday,192.168.2.31,37.66.97.50,35925,8080,UDP,Web Attack - XSS,Medium,South Korea,225212,2004,387613,1301,2936.67,854449.99,Blocked,No,0.62,SES-00410
2024-03-12 04:54:00,2024-03-12,4,Tuesday,192.168.9.248,150.250.107.187,6359,964,TCP,DDoS,Critical,China,266670,3180,4271231,806,2492.99,464320.85,Blocked,Yes,0.85,SES-00411
2024-05-06 15:17:00,2024-05-06,15,Monday,192.168.10.103,164.18.106.57,59671,25,TCP,FTP-Patator,Medium,UK,114616,2507,3565450,812,2856.89,935505.36,Blocked,Yes,0.57,SES-00412
2024-04-23 16:22:00,2024-04-23,16,Tuesday,192.168.4.150,11.238.172.110,30590,53,UDP,BENIGN,None,Brazil,421802,4076,2659460,599,1911.92,179647.77,Allowed,No,0.07,SES-00413
2024-04-01 02:18:00,2024-04-01,2,Monday,192.168.9.132,140.40.141.238,15949,443,TCP,DDoS,Critical,Brazil,20080,4474,1680393,723,983.31,329308.37,Blocked,Yes,0.84,SES-00414
2024-06-03 04:54:00,2024-06-03,4,Monday,192.168.9.234,67.4.153.73,54914,53,UDP,BENIGN,None,South Korea,397318,98,3959556,1379,2563.28,761184.42,Allowed,No,0.04,SES-00415
2024-02-28 23:47:00,2024-02-28,23,Wednesday,192.168.4.122,60.239.236.88,52922,8080,TCP,BENIGN,None,UK,403780,3422,1758224,938,2249.91,558490.97,Allowed,No,0.11,SES-00416
2024-02-02 09:47:00,2024-02-02,9,Friday,192.168.1.128,208.181.173.58,28493,53,ICMP,PortScan,Medium,Canada,157106,2672,4923836,87,2837.93,32305.77,Blocked,Yes,1.0,SES-00417
2024-06-03 19:36:00,2024-06-03,19,Monday,192.168.7.251,98.104.200.17,36052,21,UDP,PortScan,Medium,USA,172417,4666,3787852,1348,4473.73,93332.18,Blocked,Yes,0.52,SES-00418
2024-05-05 00:11:00,2024-05-05,0,Sunday,192.168.4.18,99.145.105.60,20101,25,TCP,DDoS,Critical,Brazil,271869,91,1441478,709,4298.55,410920.15,Blocked,No,0.77,SES-00419
2024-01-18 12:57:00,2024-01-18,12,Thursday,192.168.4.34,223.105.158.111,54625,22,ICMP,DoS Hulk,High,South Korea,492397,2543,4928339,455,2512.42,684867.45,Blocked,No,0.57,SES-00420
2024-04-12 19:51:00,2024-04-12,19,Friday,192.168.4.135,85.251.235.119,38781,443,UDP,BENIGN,None,Australia,181823,2437,3280803,1295,4117.17,849858.91,Allowed,No,0.12,SES-00421
2024-06-07 23:27:00,2024-06-07,23,Friday,192.168.8.99,169.93.48.101,46810,21,TCP,BENIGN,None,Germany,462723,4406,2448647,1405,4581.49,698074.19,Allowed,No,0.22,SES-00422
2024-05-06 13:48:00,2024-05-06,13,Monday,192.168.9.32,95.39.53.130,51259,53,UDP,BENIGN,None,China,132532,1699,4245277,131,2310.89,73288.17,Allowed,No,0.21,SES-00423
2024-04-07 10:47:00,2024-04-07,10,Sunday,192.168.7.220,50.203.19.3,17447,22,UDP,FTP-Patator,Medium,Australia,254163,3780,572514,209,2742.19,242369.38,Missed,No,0.91,SES-00424
2024-02-13 00:38:00,2024-02-13,0,Tuesday,192.168.2.46,76.63.200.44,6108,3389,TCP,DoS slowloris,High,Australia,187750,1458,1817680,110,4463.45,532345.58,Blocked,No,0.82,SES-00425
2024-06-18 22:42:00,2024-06-18,22,Tuesday,192.168.2.100,177.157.227.14,40227,80,UDP,PortScan,Medium,Russia,486979,2046,3142847,528,1000.01,16136.84,Blocked,No,0.91,SES-00426
2024-01-17 07:56:00,2024-01-17,7,Wednesday,192.168.2.205,214.85.85.12,28266,8080,UDP,DDoS,Critical,Canada,328626,1553,1737542,1149,1975.38,427937.51,Blocked,No,0.66,SES-00427
2024-06-16 10:00:00,2024-06-16,10,Sunday,192.168.7.55,118.112.33.169,54441,571,UDP,BENIGN,None,India,35310,1791,3448630,657,3837.75,499626.07,Allowed,No,0.3,SES-00428
2024-05-25 05:16:00,2024-05-25,5,Saturday,192.168.2.154,84.198.68.86,12514,25,TCP,FTP-Patator,Medium,Brazil,9263,4986,4907745,959,1911.92,640627.9,Blocked,Yes,0.99,SES-00429
2024-06-06 03:19:00,2024-06-06,3,Thursday,192.168.4.189,110.124.40.16,10038,25,UDP,BENIGN,None,Russia,79529,3079,1714608,1354,189.63,923416.8,Allowed,No,0.18,SES-00430
2024-03-25 04:17:00,2024-03-25,4,Monday,192.168.6.165,202.20.212.166,54285,80,TCP,Web Attack - XSS,Medium,Brazil,179698,1985,1726621,1144,270.46,917686.41,Missed,Yes,0.85,SES-00431
2024-04-07 16:20:00,2024-04-07,16,Sunday,192.168.3.114,162.3.33.223,33244,21,TCP,BENIGN,None,China,491936,1673,1053382,227,868.46,548892.22,Allowed,No,0.24,SES-00432
2024-05-09 02:27:00,2024-05-09,2,Thursday,192.168.8.80,43.101.125.109,12586,3389,UDP,BENIGN,None,South Korea,235033,1650,2280633,1025,400.17,972557.94,Allowed,No,0.12,SES-00433
2024-04-22 13:32:00,2024-04-22,13,Monday,192.168.10.189,111.79.246.6,50957,53,TCP,BENIGN,None,Germany,312057,4401,1281868,1172,3633.27,257365.99,Allowed,No,0.14,SES-00434
2024-04-06 17:38:00,2024-04-06,17,Saturday,192.168.8.19,86.69.240.51,11164,80,TCP,DoS Hulk,High,Canada,382933,3066,4122712,868,4628.46,940290.96,Missed,Yes,0.74,SES-00435
2024-05-30 02:26:00,2024-05-30,2,Thursday,192.168.1.236,32.197.83.50,51024,3389,ICMP,DDoS,Critical,Brazil,267191,4003,3088622,1466,288.62,385394.62,Blocked,Yes,0.74,SES-00436
2024-04-02 20:45:00,2024-04-02,20,Tuesday,192.168.1.179,171.75.133.155,30873,3389,TCP,Web Attack - XSS,Medium,South Korea,303227,1323,103593,279,3854.88,644432.95,Detected,Yes,0.79,SES-00437
2024-05-12 06:56:00,2024-05-12,6,Sunday,192.168.7.43,213.218.129.178,20830,784,UDP,Bot,High,UK,394516,729,916757,1342,2863.1,797554.19,Detected,Yes,0.6,SES-00438
2024-06-27 09:00:00,2024-06-27,9,Thursday,192.168.3.209,126.0.49.18,51732,3306,UDP,FTP-Patator,Medium,Germany,384335,3531,1431483,401,1873.32,704076.79,Blocked,No,0.97,SES-00439
2024-02-24 05:12:00,2024-02-24,5,Saturday,192.168.1.192,47.98.132.252,60155,25,ICMP,DoS Hulk,High,South Korea,57259,1361,669593,640,428.63,124769.11,Blocked,No,0.62,SES-00440
2024-01-26 00:03:00,2024-01-26,0,Friday,192.168.5.193,2.21.49.55,35255,53,ICMP,DoS Hulk,High,Canada,399183,2178,4076344,1009,3784.58,604411.11,Blocked,Yes,0.67,SES-00441
2024-03-02 11:42:00,2024-03-02,11,Saturday,192.168.7.97,157.29.182.224,22667,80,UDP,BENIGN,None,UK,380234,1138,215523,1272,614.56,530676.28,Allowed,No,0.29,SES-00442
2024-03-04 11:28:00,2024-03-04,11,Monday,192.168.10.176,169.243.211.170,13340,8080,TCP,SSH-Patator,Medium,Brazil,457941,375,2730803,1428,2221.59,606802.34,Blocked,Yes,0.54,SES-00443
2024-05-01 21:54:00,2024-05-01,21,Wednesday,192.168.2.188,99.150.99.183,10406,22,UDP,DoS Hulk,High,USA,158003,4496,3915927,384,4482.05,955055.72,Blocked,Yes,0.62,SES-00444
2024-06-17 22:05:00,2024-06-17,22,Monday,192.168.2.112,184.14.82.238,61904,53,UDP,BENIGN,None,Russia,377064,2111,3995613,1413,615.58,135842.86,Allowed,No,0.16,SES-00445
2024-01-24 22:21:00,2024-01-24,22,Wednesday,192.168.4.239,148.33.175.97,60672,3306,UDP,FTP-Patator,Medium,Russia,117215,2123,970577,635,438.49,89230.51,Allowed,Yes,0.87,SES-00446
2024-04-04 04:54:00,2024-04-04,4,Thursday,192.168.6.245,98.0.159.16,39694,53,UDP,BENIGN,None,Brazil,404383,2991,1059642,1104,3318.75,590816.91,Allowed,No,0.03,SES-00447
2024-04-27 10:09:00,2024-04-27,10,Saturday,192.168.5.215,57.255.233.38,40441,22,ICMP,BENIGN,None,India,313995,2623,2591269,1068,4951.68,123551.67,Allowed,No,0.3,SES-00448
2024-05-02 20:53:00,2024-05-02,20,Thursday,192.168.4.127,75.192.30.252,54121,22,ICMP,FTP-Patator,Medium,Russia,444642,1844,441058,406,4283.91,727422.72,Blocked,Yes,0.96,SES-00449
2024-01-06 17:25:00,2024-01-06,17,Saturday,192.168.6.109,174.242.178.194,26672,443,ICMP,BENIGN,None,Germany,148050,1599,4597141,846,486.69,323486.24,Allowed,No,0.24,SES-00450
2024-01-14 22:19:00,2024-01-14,22,Sunday,192.168.8.168,42.70.226.179,32641,22,TCP,Bot,High,Russia,421725,1603,76709,781,3629.81,575724.53,Allowed,Yes,0.57,SES-00451
2024-04-19 21:53:00,2024-04-19,21,Friday,192.168.3.238,15.49.182.250,32079,80,TCP,Web Attack - Sql Injection,Critical,Canada,340848,2773,4977836,928,4848.64,627009.85,Blocked,No,0.62,SES-00452
2024-06-25 19:11:00,2024-06-25,19,Tuesday,192.168.7.199,178.45.237.222,54645,3389,ICMP,DoS Hulk,High,Australia,192593,96,1006736,278,413.28,489269.52,Allowed,Yes,0.51,SES-00453
2024-05-26 15:17:00,2024-05-26,15,Sunday,192.168.2.204,152.92.196.124,43268,3389,ICMP,PortScan,Medium,China,52145,2665,532762,1140,924.53,812886.65,Blocked,Yes,0.77,SES-00454
2024-05-05 02:33:00,2024-05-05,2,Sunday,192.168.10.138,183.63.106.248,44184,22,ICMP,DoS slowloris,High,China,2801,4545,3751761,683,615.31,128903.11,Blocked,No,0.78,SES-00455
2024-01-09 02:07:00,2024-01-09,2,Tuesday,192.168.9.77,94.87.216.251,62970,21,UDP,DoS slowloris,High,India,496098,4256,2461290,1389,2670.56,139941.06,Blocked,Yes,0.96,SES-00456
2024-06-04 17:32:00,2024-06-04,17,Tuesday,192.168.4.177,26.22.121.10,13349,3389,TCP,Infiltration,Critical,China,315707,4523,1812374,1251,1795.39,128579.27,Allowed,No,0.63,SES-00457
2024-02-11 12:29:00,2024-02-11,12,Sunday,192.168.2.242,66.217.73.138,14377,3389,ICMP,BENIGN,None,Russia,374584,3049,4728273,1386,3238.89,511476.3,Allowed,No,0.05,SES-00458
2024-03-21 13:24:00,2024-03-21,13,Thursday,192.168.1.247,155.126.39.70,9191,3306,UDP,DoS slowloris,High,USA,172688,729,3043650,723,3890.38,146415.0,Allowed,Yes,0.55,SES-00459
2024-02-26 12:06:00,2024-02-26,12,Monday,192.168.2.45,135.156.250.25,35689,715,UDP,Web Attack - Sql Injection,Critical,Canada,142120,4977,831127,138,853.82,946515.65,Blocked,Yes,0.87,SES-00460
2024-05-16 17:38:00,2024-05-16,17,Thursday,192.168.7.123,152.65.132.3,46024,22,TCP,Web Attack - Sql Injection,Critical,UK,297575,2191,443560,1349,4872.5,707531.67,Blocked,Yes,0.85,SES-00461
2024-03-31 14:32:00,2024-03-31,14,Sunday,192.168.5.71,110.117.156.163,57248,3389,UDP,BENIGN,None,Brazil,443162,739,666783,197,3649.79,944872.46,Allowed,No,0.05,SES-00462
2024-03-14 17:59:00,2024-03-14,17,Thursday,192.168.8.207,3.217.69.123,33648,53,TCP,BENIGN,None,South Korea,99721,60,3565081,1478,2671.67,345126.12,Allowed,No,0.3,SES-00463
2024-05-15 21:38:00,2024-05-15,21,Wednesday,192.168.1.156,115.86.115.45,5947,22,ICMP,DDoS,Critical,Brazil,499385,418,3546151,1054,1895.54,373346.37,Blocked,Yes,0.62,SES-00464
2024-01-31 09:19:00,2024-01-31,9,Wednesday,192.168.8.76,68.109.1.189,42388,21,UDP,PortScan,Medium,Canada,432928,291,3884503,1305,4241.77,57590.98,Blocked,Yes,0.65,SES-00465
2024-03-30 23:11:00,2024-03-30,23,Saturday,192.168.7.91,3.51.220.126,13970,3306,ICMP,BENIGN,None,China,215345,1015,4088809,54,778.24,656667.78,Allowed,No,0.07,SES-00466
2024-03-17 11:27:00,2024-03-17,11,Sunday,192.168.3.138,208.137.55.254,29766,22,TCP,BENIGN,None,Brazil,391700,3556,48839,775,4417.89,709248.51,Allowed,No,0.03,SES-00467
2024-02-04 12:26:00,2024-02-04,12,Sunday,192.168.6.231,9.82.101.243,32435,443,UDP,BENIGN,None,Australia,288433,4060,1069093,705,3755.47,780359.46,Allowed,No,0.12,SES-00468
2024-04-09 04:07:00,2024-04-09,4,Tuesday,192.168.2.203,6.64.79.89,33792,21,TCP,FTP-Patator,Medium,Brazil,225278,4892,67451,929,2401.02,282295.15,Blocked,Yes,0.81,SES-00469
2024-02-17 07:17:00,2024-02-17,7,Saturday,192.168.2.222,68.126.219.51,32081,3306,ICMP,FTP-Patator,Medium,China,98926,4844,1247704,509,602.39,401343.03,Blocked,No,0.57,SES-00470
2024-02-21 02:55:00,2024-02-21,2,Wednesday,192.168.1.98,105.156.118.57,23055,25,TCP,BENIGN,None,Canada,223919,424,2552669,265,1346.3,280627.89,Allowed,No,0.11,SES-00471
2024-03-22 01:11:00,2024-03-22,1,Friday,192.168.1.1,14.164.108.74,31960,574,TCP,DoS Hulk,High,UK,96919,2067,4121308,784,1671.48,111617.46,Allowed,Yes,0.89,SES-00472
2024-04-02 23:51:00,2024-04-02,23,Tuesday,192.168.6.191,200.190.121.167,19108,431,UDP,BENIGN,None,USA,465155,872,1094690,1329,3712.96,120442.31,Allowed,No,0.18,SES-00473
2024-06-16 06:12:00,2024-06-16,6,Sunday,192.168.8.237,26.38.175.78,48560,21,ICMP,Web Attack - XSS,Medium,China,22979,1048,1608252,896,2752.52,252600.26,Detected,Yes,0.95,SES-00474
2024-04-03 14:40:00,2024-04-03,14,Wednesday,192.168.2.234,112.34.247.108,35349,22,ICMP,Web Attack - Sql Injection,Critical,Germany,365284,1057,2429913,133,4779.02,60887.31,Missed,No,0.91,SES-00475
2024-05-16 16:04:00,2024-05-16,16,Thursday,192.168.3.113,193.196.199.103,40818,21,TCP,DoS Hulk,High,India,83897,4685,1827203,1252,3483.64,879167.1,Allowed,Yes,0.85,SES-00476
2024-03-18 07:18:00,2024-03-18,7,Monday,192.168.5.142,31.87.114.12,35991,3389,TCP,PortScan,Medium,China,493913,2276,1115544,593,4366.93,51614.82,Missed,Yes,0.6,SES-00477
2024-06-15 11:40:00,2024-06-15,11,Saturday,192.168.10.249,95.166.42.243,47257,22,UDP,BENIGN,None,South Korea,154620,2660,480460,1321,4079.63,823949.39,Allowed,No,0.07,SES-00478
2024-02-15 08:01:00,2024-02-15,8,Thursday,192.168.9.169,223.54.195.243,43873,528,ICMP,Web Attack - Sql Injection,Critical,Russia,428273,3623,1850954,704,1344.04,581705.63,Detected,Yes,0.58,SES-00479
2024-04-21 11:09:00,2024-04-21,11,Sunday,192.168.8.24,127.92.235.48,54475,21,ICMP,BENIGN,None,Australia,494599,1478,2366058,83,1550.87,885264.52,Allowed,No,0.25,SES-00480
2024-02-18 02:09:00,2024-02-18,2,Sunday,192.168.2.110,63.232.206.26,48492,80,ICMP,DDoS,Critical,USA,198125,3146,173877,265,4132.83,763469.41,Allowed,No,0.62,SES-00481
2024-02-06 20:38:00,2024-02-06,20,Tuesday,192.168.1.203,3.54.173.219,47387,21,TCP,BENIGN,None,Australia,398296,4611,3727378,374,1536.99,478960.49,Allowed,No,0.07,SES-00482
2024-03-09 20:34:00,2024-03-09,20,Saturday,192.168.2.6,212.22.52.140,20471,3306,UDP,PortScan,Medium,China,644,1838,201433,504,2135.73,147461.77,Allowed,Yes,0.94,SES-00483
2024-01-29 15:10:00,2024-01-29,15,Monday,192.168.2.58,27.144.182.20,41374,443,UDP,BENIGN,None,USA,469555,356,1267643,404,2143.2,334910.58,Allowed,No,0.05,SES-00484
2024-06-19 21:19:00,2024-06-19,21,Wednesday,192.168.10.210,74.178.53.70,61070,8080,UDP,DoS Hulk,High,USA,413597,18,1247007,1383,733.03,147865.4,Blocked,Yes,0.99,SES-00485
2024-01-29 18:27:00,2024-01-29,18,Monday,192.168.5.38,24.165.65.47,51325,8080,UDP,DoS slowloris,High,Australia,222220,3943,3472516,1272,3967.53,333531.8,Detected,Yes,0.62,SES-00486
2024-05-07 17:34:00,2024-05-07,17,Tuesday,192.168.8.137,138.117.196.22,39098,3306,ICMP,DoS Hulk,High,Russia,368633,715,1973042,780,14.43,993905.92,Blocked,Yes,0.98,SES-00487
2024-01-16 11:23:00,2024-01-16,11,Tuesday,192.168.3.76,118.73.215.63,14834,80,ICMP,Web Attack - XSS,Medium,China,61475,1173,3166470,93,3480.64,424766.27,Blocked,No,0.79,SES-00488
2024-06-01 05:01:00,2024-06-01,5,Saturday,192.168.3.94,37.40.125.20,1841,22,TCP,DoS Hulk,High,Australia,389848,1148,4424671,1470,4743.83,470237.48,Allowed,Yes,0.82,SES-00489
2024-01-29 04:03:00,2024-01-29,4,Monday,192.168.1.155,193.88.82.3,27001,25,ICMP,BENIGN,None,Germany,481909,4687,4210111,666,3546.79,423727.89,Allowed,No,0.05,SES-00490
2024-05-13 12:08:00,2024-05-13,12,Monday,192.168.4.103,159.28.112.101,13062,25,UDP,Web Attack - Sql Injection,Critical,Brazil,342212,3319,3191714,377,273.45,371540.99,Blocked,Yes,0.55,SES-00491
2024-03-26 00:15:00,2024-03-26,0,Tuesday,192.168.5.42,139.54.33.55,40156,3389,TCP,BENIGN,None,Canada,105772,266,2016177,591,425.29,570165.76,Allowed,No,0.01,SES-00492
2024-05-03 01:03:00,2024-05-03,1,Friday,192.168.6.24,80.4.182.193,19531,3306,TCP,Infiltration,Critical,Brazil,394191,3201,2985079,305,3513.31,97470.1,Blocked,Yes,0.55,SES-00493
2024-02-08 00:37:00,2024-02-08,0,Thursday,192.168.7.123,151.19.148.42,10955,443,ICMP,DoS slowloris,High,USA,499561,1898,1809079,1435,3271.14,768848.83,Blocked,Yes,0.76,SES-00494
2024-06-15 16:59:00,2024-06-15,16,Saturday,192.168.6.115,202.67.173.75,24637,80,ICMP,FTP-Patator,Medium,UK,125372,1711,629231,352,2834.55,994405.09,Blocked,No,0.88,SES-00495
2024-01-23 15:06:00,2024-01-23,15,Tuesday,192.168.8.81,44.151.82.18,19381,8080,TCP,BENIGN,None,USA,93955,3775,2163891,1009,4892.42,763170.06,Allowed,No,0.13,SES-00496
2024-02-01 18:31:00,2024-02-01,18,Thursday,192.168.1.94,220.146.205.105,57188,25,UDP,Web Attack - XSS,Medium,Canada,442947,2570,3134781,210,3411.04,505991.84,Blocked,Yes,0.84,SES-00497
2024-06-13 01:47:00,2024-06-13,1,Thursday,192.168.4.180,211.4.79.219,7924,53,TCP,DDoS,Critical,South Korea,209347,598,1871189,835,4370.81,669183.65,Blocked,Yes,0.77,SES-00498
2024-01-28 02:11:00,2024-01-28,2,Sunday,192.168.2.235,102.221.102.103,22567,8080,UDP,DoS slowloris,High,South Korea,254968,1742,3994918,274,1391.95,38378.51,Blocked,Yes,0.82,SES-00499
2024-01-09 19:49:00,2024-01-09,19,Tuesday,192.168.7.16,207.185.220.251,32049,80,TCP,BENIGN,None,India,499470,3465,2263750,556,3178.47,83682.92,Allowed,No,0.02,SES-00500
2024-03-17 22:28:00,2024-03-17,22,Sunday,192.168.7.135,55.132.94.213,4546,53,UDP,DoS Hulk,High,Germany,86272,1627,2930041,898,2408.18,535552.74,Allowed,Yes,0.72,SES-00501
2024-05-26 12:52:00,2024-05-26,12,Sunday,192.168.1.144,201.101.39.186,44799,8080,ICMP,Web Attack - XSS,Medium,Brazil,7447,1233,3847611,342,2497.28,316476.2,Allowed,Yes,0.63,SES-00502
2024-04-25 04:40:00,2024-04-25,4,Thursday,192.168.8.164,149.49.18.56,49894,53,ICMP,FTP-Patator,Medium,Canada,406010,1361,3167274,482,1740.49,952381.64,Missed,Yes,0.51,SES-00503
2024-01-05 09:57:00,2024-01-05,9,Friday,192.168.5.129,210.63.255.167,30908,53,UDP,DoS slowloris,High,Brazil,434217,4444,3572381,1111,4870.35,335893.03,Detected,Yes,0.69,SES-00504
2024-02-11 17:27:00,2024-02-11,17,Sunday,192.168.7.73,217.223.145.180,41680,443,TCP,PortScan,Medium,USA,340600,135,3450163,252,2482.08,751751.59,Detected,No,0.72,SES-00505
2024-01-09 21:18:00,2024-01-09,21,Tuesday,192.168.7.55,58.232.195.30,13840,443,UDP,PortScan,Medium,Australia,216506,3243,63896,807,3911.0,507610.06,Blocked,Yes,0.65,SES-00506
2024-04-16 21:15:00,2024-04-16,21,Tuesday,192.168.1.231,107.16.7.7,11075,3306,ICMP,Bot,High,South Korea,166456,2746,1429608,1211,4964.15,241906.93,Missed,No,0.82,SES-00507
2024-05-27 13:08:00,2024-05-27,13,Monday,192.168.7.251,187.88.206.232,21872,53,TCP,DoS slowloris,High,USA,372267,1035,4230114,282,3157.24,784302.87,Detected,Yes,0.63,SES-00508
2024-03-23 06:05:00,2024-03-23,6,Saturday,192.168.2.7,112.5.78.8,41531,162,UDP,PortScan,Medium,India,389209,1070,3806063,1339,3157.55,358185.54,Blocked,Yes,0.65,SES-00509
2024-03-03 23:49:00,2024-03-03,23,Sunday,192.168.7.198,67.26.140.22,62298,80,ICMP,PortScan,Medium,South Korea,454535,848,930661,980,4636.0,122772.05,Blocked,Yes,0.59,SES-00510
2024-04-02 06:25:00,2024-04-02,6,Tuesday,192.168.2.126,204.11.211.19,32908,21,ICMP,BENIGN,None,UK,196751,2569,3782343,369,899.11,10239.28,Allowed,No,0.05,SES-00511
